Organization Name,Organization Name URL,Industries,Headquarters Location,Estimated Revenue Range,Operating Status,Company Type,Website,Full Description,Headquarters Regions,Founded Date,Founded Date Precision,Contact Email,Phone Number,LinkedIn,Facebook,Twitter,SimilarWeb - Monthly Visits,IPO Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Employees,Industry Groups,Stock Symbol,Stock Symbol URL
Prisett,https://www.crunchbase.com/organization/prisett,"Advertising, Information Technology, Internet, Marketing, Product Design, Web Design","Martinez, California, United States",,Active,,http://www.prisett.com/,,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,fdiazsparta@prisett.com,,,https://www.facebook.com/getprisett/,,,Private,,,,,"Advertising, Design, Information Technology, Internet Services, Sales and Marketing",,
Instadart,https://www.crunchbase.com/organization/instadart-inc,"Information Technology, Internet, Messaging, Software","Walnut Creek, California, United States",Less than $1M,Active,For Profit,https://instadart.com,,"San Francisco Bay Area, West Coast, Western US",2017-02-22,day,hello@instadart.com,,,,,,Private,,,,1-10,"Information Technology, Internet Services, Messaging and Telecommunications, Software",,
Select 1 Realty,https://www.crunchbase.com/organization/select-1-realty,"Property Management, Real Estate","Antioch, California, United States",,Active,,https://www.select1realty.com/,,"San Francisco Bay Area, West Coast, Western US",,,,1 925 706 9000,,https://www.facebook.com/Select1Realty,https://twitter.com/select1realty,"1,125",Private,,,,11-50,Real Estate,,
Oakmont Memorial,https://www.crunchbase.com/organization/oakmont-memorial,Information Technology,"Lafayette, California, United States",$1M to $10M,Active,,http://oakmontmortuary.com,,"San Francisco Bay Area, West Coast, Western US",,,sbuck@stonemor.com,(925) 935-1221,,https://www.facebook.com/oakmontmemorialparkmortuary,,269,Private,,,,1001-5000,Information Technology,,
Datainterfaces.com,https://www.crunchbase.com/organization/datainterfaces-com,"Hardware, Software","Pleasant Hill, California, United States",$1M to $10M,Active,,http://www.datainterfaces.com,"Datainterfaces.com has the mission to provide best fiber optic transport, interfaces and data conversion solutions at cost-effective rates for more reliable and efficient data networks. Founded in 2007, it has dedicated exclusively to provide better data networking solutions for companies of any size, from start-up to big telecom. Value is created by mixing the technical expertise into offering the best tailored solution for the existing budget. We are a distribution warehouse for fiber optic equipment and solutions to interconnect and adapt data communications equipment. Our commitment is to provide affordable solutions on the spot. Any inquiry is answered in 1 business day.","San Francisco Bay Area, West Coast, Western US",2007-01-01,year,sales@datainterfaces.com,888 959 3282,,,,"8,179",Private,,,,11-50,"Hardware, Software",,
Edtuit,https://www.crunchbase.com/organization/edtuit,Location Based Services,"Lafayette, California, United States",Less than $1M,Active,For Profit,http://www.edtuit.com/,"GeoPerks is a location-based service to power ""buy local"" programs such as the Student Savings Club and Alumni Preferred Partners programs. Local businesses reach local customers that are members of local member organizations such as colleges, museums, credit unions and more.","San Francisco Bay Area, West Coast, Western US",2008-01-01,year,,1(415) 269-4471,,https://www.facebook.com/Edtuit-187195124658953/,https://twitter.com/edtuit,,Private,,,,1-10,"Data and Analytics, Internet Services, Navigation and Mapping",,
Bridges Marketing Group,https://www.crunchbase.com/organization/bridges-marketing-group,"Digital Media, Media and Entertainment, Social Media","Walnut Creek, California, United States",,Active,,http://bridgesmarketing.com,,"San Francisco Bay Area, West Coast, Western US",1996-01-01,day,,925-937-9797,https://www.linkedin.com/company/bridges-marketing-group,https://www.facebook.com/bridgesmarketing,,201,Private,,,,51-100,"Internet Services, Media and Entertainment",,
Wholesalebanc,https://www.crunchbase.com/organization/wholesalebanc,"Financial Services, Internet, Software","Concord, California, United States",,Active,,http://www.wholesalebanc.com,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,Private,,,,,"Financial Services, Internet Services, Software",,
Sunderland Insurance Services,https://www.crunchbase.com/organization/sunderland-insurance-services,Insurance,"Walnut Creek, California, United States",,Active,For Profit,https://www.sunderlandins.com/#contact,"Sunderland Insurance Services, Inc. operates as an underwriting manager and surplus lines broker.","San Francisco Bay Area, West Coast, Western US",1985-01-01,year,holly@sunderlandins.com,(925)942-4020,,,,,Private,,,,,Financial Services,,
"Allied Container Systems, Inc.",https://www.crunchbase.com/organization/allied-container-systems-inc,"Consulting, Legal","Walnut Creek, California, United States",$10M to $50M,Active,,http://www.alliedcontainer.com,,"San Francisco Bay Area, West Coast, Western US",1992-01-01,year,,9259447601,,,https://www.twitter.com/alliedcontainer,690,Private,,,,101-250,Professional Services,,
Towing Concord,https://www.crunchbase.com/organization/towing-concord,,"Concord, California, United States",$1M to $10M,Active,,http://towing-conord.com,"Towing Concord is here to provide you with whatever Concord roadside assistance you need, whether you need a flat tire fix, a batter jump start, have a car lockout, or something more serious that requires emergency towing. Having been a part of the Concord community for years, we want to help you get the best roadside assistance with our 24/7 dispatch service that can take your calls and be at your aid day or night. Our Towing Concord licensed and bonded technicians have years of experience dealing with whatever car troubles may occur so that you can get back on the road as soon as possible. If you require a flat tire fix one of our technicians will help you change your tire and get back on the road. If you have an accidental car lockout, don’t worry! Towing Concord will be there in no time to help you get back in your car. Battery jumpstarts are no problem for us either. Whatever the issue, Towing Concord will help you get back to your busy schedule as soon as possible.","San Francisco Bay Area, West Coast, Western US",,,,+1 925-566-7602,,,,,Private,,,,1-10,,,
Syfx Tekworks,https://www.crunchbase.com/organization/syfx-tekworks,"CRM, Information Technology, Mobile, Robotics, Software","Orinda, California, United States",Less than $1M,Active,,http://www.syfx-tekworks.com,,"San Francisco Bay Area, West Coast, Western US",,,,650-867-1072,,,,,Private,,,,,"Hardware, Information Technology, Mobile, Sales and Marketing, Science and Engineering, Software",,
3DExchangeNet,https://www.crunchbase.com/organization/3dexchangenet,,"Walnut Creek, California, United States",,Active,For Profit,https://www.3dechangenet.com,,"San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,,,,,Private,,,,1-10,,,
Derivative Logic,https://www.crunchbase.com/organization/derivative-logic,"Financial Services, Risk Management","Walnut Creek, California, United States",,Active,,https://derivativelogic.com/,,"San Francisco Bay Area, West Coast, Western US",2006-01-01,day,,415-510-2100,https://www.linkedin.com/company/derivative-logic-inc./,,https://twitter.com/derivativelogic,942,Private,,,,1-10,Financial Services,,
Pacific International Seedrporation,https://www.crunchbase.com/organization/pacific-international-seedrporation,"Agriculture, Forestry, Paper Manufacturing","Walnut Creek, California, United States",,Active,,http://www.pacificseed.com/,,"San Francisco Bay Area, West Coast, Western US",1991-01-01,day,,1-925-256-8585,,,,131,Private,,,,51-100,"Agriculture and Farming, Manufacturing",,
Century Dynamics,https://www.crunchbase.com/organization/century-dynamics,"Analytics, Software","Concord, California, United States",,Active,For Profit,http://www.century-dynamics.com/,"Century Dynamics is specialized Autodyn CFD tool for explicit analysis.Developer of engineering and scientific simulation software. The company provides simulation software for solving linear, nonlinear, explicit and multi-body hydro-dynamics problems. Its product includes AUTODYN®, that can solve problems with its extensive solver library.","San Francisco Bay Area, West Coast, Western US",1985-01-01,year,,(925)771-2300,,,,,Private,,,,,"Data and Analytics, Software",,
Compensation Standards,https://www.crunchbase.com/organization/compensation-standards,Advice,"Concord, California, United States",,Active,,http://www.compensationstandards.com/,,"San Francisco Bay Area, West Coast, Western US",,,info@compensationstandards.com,,,,,"1,966",Private,,,,,Media and Entertainment,,
Diablo Custom Publishing,https://www.crunchbase.com/organization/diablo-custom-publishing,"Advertising, Internet","Walnut Creek, California, United States",$10M to $50M,Active,,http://dcpubs.com/,"Diablo Custom Publishing (DCP) provides custom publishing services for customer magazine, newsletter, web site, direct mail and email newsletter projects.","San Francisco Bay Area, West Coast, Western US",1979-01-01,year,info@dcpmail.com,925.943.1199,http://www.linkedin.com/company/diablo-custom-publishing,https://www.facebook.com/diablomagazine,http://twitter.com/dcustompubs,,Private,,,,11-50,"Advertising, Internet Services, Sales and Marketing",,
FonJax,https://www.crunchbase.com/organization/fonjax,"Consulting, Software","Walnut Creek, California, United States",,Active,,,"FonJax, Inc. develops software and provides quality assurance engineers for carrying out testing, porting and certification of software applications and content for mobile devices. The company offers it services to content and application developers, porting and certification organizations, mobile handset manufacturers, and wireless carriers.  FonJax, Inc. was founded in 2005 and is based in Walnut Creek, California.","San Francisco Bay Area, West Coast, Western US",2005-01-01,year,,,,,,,Private,2200000,USD,2200000,,Software,,
"Whalen & Co., Inc.",https://www.crunchbase.com/organization/whalen-co-inc,"Telecommunications, Wireless","Lafayette, California, United States",,Active,For Profit,,"Whalen & Co., Inc. specializes in the design, installation, and maintenance of wireless telecommunications networks and infrastructure and provides a full range of wireless site development services for PCS, cellular, ESMR, air-to-ground, microwave, paging, fiber optic, and switching centers technology.","San Francisco Bay Area, West Coast, Western US",1987-01-01,year,,,,,,,Private,,,,,"Hardware, Mobile",,
MakeAnyWebsite,https://www.crunchbase.com/organization/makeanywebsite,"Digital Marketing, Web Design, Web Development","Pleasant Hill, California, United States",,Active,For Profit,http://makeanywebsite.com/,,"San Francisco Bay Area, West Coast, Western US",2012-11-18,day,,1(180)059-8485,https://www.linkedin.com/company/make-any-website,https://www.facebook.com/make-any-website-584017761768172,https://www.twitter.com/makeanywebsite1,,Private,,,,11-50,"Design, Sales and Marketing, Software",,
Covalent Technologies,https://www.crunchbase.com/organization/covalent-technologies,"Open Source, Software","Walnut Creek, California, United States",,Active,For Profit,http://www.covalent.com/,,"San Francisco Bay Area, West Coast, Western US",1998-01-01,day,info@covalent.com,1 925-974-8800,https://www.linkedin.com/company/covalent-technologies/,,,191,Private,,,,11-50,Software,,
YantraSoft,https://www.crunchbase.com/organization/yantrasoft,"IT Management, Software Engineering","Walnut Creek, California, United States",,Active,,http://yantrasoft.com,,"San Francisco Bay Area, West Coast, Western US",,,,925-407-2151,,,,,Private,,,,5001-10000,"Information Technology, Science and Engineering, Software",,
Wheeler & Hallford Court Reporters,https://www.crunchbase.com/organization/wheeler-hallford-court-reporters,"Consulting, Legal","Concord, California, United States",,Active,For Profit,http://whreporters.com,Wheeler & Hallford Court Reporters operates as a court reporting agency. Wheeler & Hallford Court Reporters has been serving the Bay Area legal profession since January 1985.,"San Francisco Bay Area, West Coast, Western US",1952-01-01,year,,(925) 957-0496,,,,,Private,,,,,Professional Services,,
ProspectMatch,https://www.crunchbase.com/organization/prospectmatch,"Education, Finance, Insurance, Software","Concord, California, United States",,Closed,For Profit,http://www.prospectmatch.com,"ProspectMatch provides extensive training as part of its lead generation program. This is necessary because thereâ€™s a significant number of people in financial sales that have inadequate sales skills or talents. This results in them blowing the value of the lead when they call the prospect and approach the prospect inappropriately. For example, the insurance agent gets a lead for prospect who requested a booklet on annuities. He then picks up the phone calls Mrs. Smith and says, â€œMrs. Smith, I understand you want to buy an annuity.â€ Mrs. Smith is taken back as she has been approached with no finesse and inappropriately. This type of salesperson needs to be trained how to approach the prospect about the prospectâ€™s agenda rather than the salespersonâ€™s agenda. A big part of this training that ProspectMatch uses comes from the book Spin Selling. That book teaches the importance of asking questions rather than speaking. So we use the findings of that research to train the financial professional to call and ask a series of questions that ascertains the emotional motivations of the prospect. Once that motivation is clarified, the professional then has a hook in order to have the prospect take the next step, which is typically to schedule a meeting.","San Francisco Bay Area, West Coast, Western US",2005-10-12,day,help@prospectmatch.com,866-952-4065,,,http://twitter.com/prospectmatch,,Private,,,,11-50,"Education, Financial Services, Software",,
Shadowbend Studios,https://www.crunchbase.com/organization/shadowbend-studios,Advertising,"Pleasant Hill, California, United States",$1M to $10M,Active,,http://www.shadowbendstudios.com/,"Shadowbend Studios is a comprehensive creative studio. With over 15 years of overall graphic design and web design / development experience and a keen interest in helping you express your business or personal philosophy in print or on the Web, Shadowbend Studios is uniquely suited to cater to businesses seeking creative, dynamic and individual design.  They truly are your comprehensive solution, offering Web and Graphic design and developement, illustration, Search Engine Optimization and Web Marketing services as well as web hosting and email setup and maintenance.","San Francisco Bay Area, West Coast, Western US",,,,,,,,,Private,,,,,"Advertising, Sales and Marketing",,
Applycorner,https://www.crunchbase.com/organization/applycorner,"Apps, Education, Software","Concord, California, United States",$1M to $10M,Active,,http://applycorner.com,"Applycorner is an application which assists you during the application process. This includes school selection by recommendation from our experienced community and system, process management as we remind you of when to submit what documents and application suggestions based on the insight of our community.  Applycorner is an application whose aim is to accompany you throughout your application progress.  1.	Why do you need it? Most applicants apply to many schools and applycorner will help coordinate the logistics of all the various material. 2.	What is our web app? Applycorner is designed to help you monitor more efficiently your application progress. 3.	How does our app work? The system guide you step by step of how to complete your applications and remind you about deadlines","San Francisco Bay Area, West Coast, Western US",2011-11-11,day,Jason.hill@applycorner.com,,,,,,Private,,,,1-10,"Apps, Education, Software",,
Fluence Learning,https://www.crunchbase.com/organization/fluence-learning,"Education, Training","Lafayette, California, United States",,Active,For Profit,http://fluence.net/,,"San Francisco Bay Area, West Coast, Western US",2016-01-01,day,,800-818-5574,https://www.linkedin.com/company/fluence-learning/,https://www.facebook.com/fluencelearning/,https://twitter.com/fluencelearning,52,Private,,,,1-10,Education,,
J.P. King Advisors,https://www.crunchbase.com/organization/j-p-king-advisors,"Financial Services, Risk Management","Walnut Creek, California, United States",,Active,,https://www.jpkingadvisors.com/,,"San Francisco Bay Area, West Coast, Western US",1981-09-01,day,,925-935-1555,https://www.linkedin.com/company/j-p-king-advisors-inc-/,,https://twitter.com/jpkingadvisors,,Private,,,,1-10,Financial Services,,
Concord Information Systems,https://www.crunchbase.com/organization/concord-information-systems,"Insurance, Software","Walnut Creek, California, United States",,Active,,http://www.cisinform.com,,"San Francisco Bay Area, West Coast, Western US",,,cis@cisinform.com,925-465-4741 ,,,,,Private,,,,,"Financial Services, Software",,
"BayC Asphalt, Concrete & Brick Pavers",https://www.crunchbase.com/organization/bayc-asphalt-concrete-brick-pavers,Real Estate,"Concord, California, United States",,Active,For Profit,http://www.baycasphalt.com/,"Asphalt paving services for driveways and parking lots with over 25 years experience. we service Concord, CA and surrounding areas.","San Francisco Bay Area, West Coast, Western US",,,,(925)391-2400,,,,,Private,,,,,Real Estate,,
Lumpy's Diner,https://www.crunchbase.com/organization/lumpy-s-diner,"Apps, Restaurants","Antioch, California, United States",Less than $1M,Active,For Profit,http://www.lumpysdiner.com/,"Lumpy's Diner is a classic diner serving up awesome hamburgers, 15 different fries, 18 milkshakes, and much more. They have been featured on Food Networks ""outrageous Foods"", two local TV news stations, newspapers, blogs, and publications. They are getting attention for a reason. Come down and try one of their BIG APPETITE CHALLENGE!  Lumpy’s Diner was built in 2008 by Jeremy (Lumpy) Sturgill.","San Francisco Bay Area, West Coast, Western US",2008-01-01,year,ldcateringteam@yahoo.com,(925) 778-5867,https://www.linkedin.com/company/lumpys-diner/,https://www.facebook.com/pg/lumpysdinerantioch/,https://twitter.com/lumpysdiner,"1,767",Private,,,,1-10,"Apps, Food and Beverage, Software",,
Azteq Mobile,https://www.crunchbase.com/organization/azteq-mobile,"Manufacturing, Mobile","Walnut Creek, California, United States",,Active,For Profit,,"Azteq Mobile manufactures and markets mobile devices, palm tops, communication equipment, and handheld devices. The company is based in Walnut Creek, California.","San Francisco Bay Area, West Coast, Western US",2006-01-01,year,,,,,,,Private,4050000,USD,4050000,,"Manufacturing, Mobile",,
CPR Training Center,https://www.crunchbase.com/organization/cpr-training-center,"Consulting, Health Care, Training","Concord, California, United States",,Active,,https://cprtrainingcenter.com/,,"San Francisco Bay Area, West Coast, Western US",1988-01-01,day,,925.934.6223,,http://www.facebook.com/pages/CPR-Training-Center/133008730129534,http://twitter.com/CPRTrainingCtr,,Private,,,,11-50,"Education, Health Care",,
Reimu Commerce,https://www.crunchbase.com/organization/reimu-commerce,"E-Commerce, Marketing","Walnut Creek, California, United States",,Active,For Profit,http://www.reimucommerce.com/,"Reimu brings innovative, interactive shopping experiences to your customers with Reimu Videos, Reimu Looks and Reimu Banners. Reimu's tools and technology make it simple for brands to add eCommerce capabilities to their media assets. Reimu brings content and commerce together by bringing point of purchase close to point of contact and by making your videos and images shoppable","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,sales@reimucommerce.com,,https://www.linkedin.com/company/reimu-commerce,https://www.facebook.com/reimucommerce/,https://twitter.com/ReimuCommerce,,Private,,,,1-10,"Commerce and Shopping, Sales and Marketing",,
Cogent Energy,https://www.crunchbase.com/organization/cogent-energy,"Consulting, Energy, Information Technology, Legal, Renewable Energy","Concord, California, United States",,Active,,http://cogentenergy.com,"Cogent Energy is one of California's leading energy engineering and commissioning firms. They provide energy consulting, commissioning, retrocommissioning, and design solutions to institutional, commercial, industrial, and utility clients. There mission is to become the trusted energy partner of our clients. They are flexible in our approach, and work closely with our clients to understand their unique objectives and needs. They have the talent, experience, capabilities, and resources to identify innovative solutions, develop them in an efficient manner, and deliver projects that result in efficient, comfortable, and maintainable facilities, while benefiting the environment through the reduction of greenhouse gases","San Francisco Bay Area, West Coast, Western US",2003-01-01,year,ejerome@cogentenergy.com,(925) 521-9600,,,,,Private,,,,1-10,"Energy, Information Technology, Professional Services, Sustainability",,
Ipayment,https://www.crunchbase.com/organization/ipayment-53a4,"Credit Cards, Debit Cards, Electronic Design Automation (EDA)","Walnut Creek, California, United States",,Active,,http://ipaymentoc.com,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,Private,,,,,"Financial Services, Hardware, Lending and Investments, Payments, Software",,
Agentconnect.com,https://www.crunchbase.com/organization/agentconnect-com,"Marketplace, Real Estate","Walnut Creek, California, United States",,Active,,http://www.replyrealestate.com/,"AgentConnect.com operates an online real estate information marketplace. It helps people buy and sell homes and property by matching them with pre-qualified realtors in their area. In addition to helping people buy or sell a property, individuals can work with realtors who can provide valuable insight on schools, local government, special services and other details that are important in making their home-buying decision. The company is based in Walnut Creek, California. AgentConnect.com operates as a subsidiary of Reply! Inc.","San Francisco Bay Area, West Coast, Western US",,,,925-947-2166,,,,,Private,,,,,"Commerce and Shopping, Real Estate",,
Kasper Media,https://www.crunchbase.com/organization/kasper-media,"Mobile Apps, Social Media, Software","Concord, California, United States",,Active,,http://kaspermedia.com/,,"San Francisco Bay Area, West Coast, Western US",1990-01-01,day,,1 (925) 459-6786,,,,,Private,,,,1-10,"Apps, Internet Services, Media and Entertainment, Mobile, Software",,
HelpBook,https://www.crunchbase.com/organization/helpbook,"Local, Search Engine","Walnut Creek, California, United States",Less than $1M,Active,,http://www.helpbook.com,"HelpBook is a mobile-first platform that drives new high-value customers to local service providers, and builds loyalty and repeat business. It was founded by Michael Keefe and Keith White in 2013 and is based in 2013.","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,,,,https://www.facebook.com/helpbookapp/,,,Private,,,,11-50,Internet Services,,
Search Marketing City,https://www.crunchbase.com/organization/search-marketing-city,"Advertising, SEO","Concord, California, United States",Less than $1M,Active,,http://www.searchmarketingcity.com,,"San Francisco Bay Area, West Coast, Western US",2015-05-01,day,,,,https://www.facebook.com/searchmarketingcity,https://www.twitter.com/alan_smc1975,,Private,,,,1-10,"Advertising, Internet Services, Sales and Marketing",,
JTR Construction,https://www.crunchbase.com/organization/jtr-construction,"Construction, Residential, Web Design","Concord, California, United States",,Active,,https://www.jtrconstructioninc.com/,,"San Francisco Bay Area, West Coast, Western US",,,,1 (925) 785- 4556,,,,,Private,,,,51-100,"Design, Real Estate",,
Berkeley Design Technology,https://www.crunchbase.com/organization/berkeley-design-technology,"Consumer Software, Software, Software Engineering","Walnut Creek, California, United States",,Active,,https://www.bdti.com/,,"San Francisco Bay Area, West Coast, Western US",1991-01-01,day,,925-954-1411,https://www.linkedin.com/company/bdti,https://www.facebook.com/BerkeleyDesignTechnologyInc/,https://twitter.com/bdti,"1,003",Private,,,,,"Science and Engineering, Software",,
Diablo Valley Insurance,https://www.crunchbase.com/organization/diablo-valley-insurance,Insurance,"Walnut Creek, California, United States",$1M to $10M,Active,,http://www.diablovalleyinsurance.com,"Based in Walnut Creek, Diablo Valley Insurance Agency, Inc is proud to serve the insurance needs of Walnut Creek, Concord, San Ramon, Danville, Lafayette, Contra Costa county and all of California. Let us help you find the right bonds and auto, home, condo, renters, flood, general liability, workers compensation, commercial, RV, watercraft and motorcycle insurance to meet your personal needs.","San Francisco Bay Area, West Coast, Western US",1970-01-01,year,,9252101717,http://www.linkedin.com/company/diablo-valley-insurance-agency-i,http://www.facebook.com/DiabloValleyInsurance,http://twitter.com/DVIA1,,Private,,,,11-50,Financial Services,,
LendZoan,https://www.crunchbase.com/organization/lendzoan,"Marketplace, Real Estate","Walnut Creek, California, United States",$1M to $10M,Active,For Profit,http://lendzoan.com/,"LendZoan lowers the barrier to entry into real estate investing by introducing a user friendly marketplace lending model with low minimum investment requirments ($5,000). Savvy investors have always viewed real estate as an essential piece of a well-balanced and diversified portfolio. Their commitment is to fuel access to capital and deals to create a new real estate-lending economy that benefits everyone.","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,carolannd@achievest.com,(858) 245-4349,,http://www.facebook.com/LendZoan,http://twitter.com/LendZoan,,Private,,,,1-10,"Commerce and Shopping, Real Estate",,
MCI Computer Leasing,https://www.crunchbase.com/organization/mci-computer-leasing,"Information Technology, Software","Lafayette, California, United States",$1M to $10M,Active,,http://www.mcicomputerleasing.com/,"MCI Computer Leasing, Inc. is a privately owned company established in 1985 to provide computer equipment and software leasing services to enhance office automation. Their office in Lafayette, California, is close to the heart of the computer industry, and from this location, they have been servicing customers nationwide. Their mission is to provide customized leasing solutions to meet their customers’ business needs. As a direct leasing source, we are committed to dedicated, personal service and flexible leasing programs.","San Francisco Bay Area, West Coast, Western US",1985-01-01,year,hal@mcicomputerleasing.com,(925) 284-5926 ,https://www.linkedin.com/company/mci-computer-leasing-inc/,,,,Private,,,,1-10,"Information Technology, Software",,
Flares bridal formal,https://www.crunchbase.com/organization/flares-bridal-formal,"E-Commerce, Fashion","Walnut Creek, California, United States",Less than $1M,Active,,http://www.flaresbridal.com,Bridal and formal dresses by internationally acclaimed designers from New York to Australia are available at Flares Bridal. They offer hundreds of bridal and formal dresses at affordable price range. Their team of professionals has been hand-picked to create a wonderful experience for each of their guests who visit Flares Bridal. Browse their website and look at the dress they brought for you.,"San Francisco Bay Area, West Coast, Western US",,,flaresbridal@gmail.com,9259393306,,http://www.facebook.com/flaresbridal.formal,http://twitter.com/Flaresbridal,400,Private,,,,1-10,"Clothing and Apparel, Commerce and Shopping, Design",,
Banis Restaurant Design,https://www.crunchbase.com/organization/banis-restaurant-design,"Food and Beverage, Wine And Spirits","Walnut Creek, California, United States",$1M to $10M,Active,,http://www.banisdesign.com,"Banis Restaurant Design, Inc. offers you the benefit of truly customized design services. We understand that great design doesn’t happen by chance and successful restaurants are created only when the interior design supports the overall concept. We spend time on the details, choosing materials and finishes that harmonize with the overall interior design and your vision. It all adds up to an environment where people feel comfortable.","San Francisco Bay Area, West Coast, Western US",1970-02-12,day,banisdesign@yahoo.com,999 999 9999,https://www.linkedin.com/in/tom-banis-a65b71b,https://www.facebook.com/banisdesign1,https://www.twitter.com/tbanis1,,Private,,,,11-50,Food and Beverage,,
IT Optimizers,https://www.crunchbase.com/organization/it-optimizers,"Health Care, Information Technology","Lafayette, California, United States",,Active,For Profit,https://www.itoptimizers.com/,,"San Francisco Bay Area, West Coast, Western US",1998-01-01,day,info@itoptimizers.com,510-286-8705,https://www.linkedin.com/company/it-optimizers/,,https://twitter.com/ITOptimizers,,Private,,,,1-10,"Health Care, Information Technology",,
Aspire Pilates Center,https://www.crunchbase.com/organization/aspire-pilates-center,"Fitness, Lifestyle, Sports","Concord, California, United States",,Active,,http://mexicopilatesretreat.com,,"San Francisco Bay Area, West Coast, Western US",,,,925-680-4400,,http://www.facebook.com/pages/Aspire-Pilates-Center/149810401766,,,Private,,,,,"Community and Lifestyle, Sports",,
K2GC,https://www.crunchbase.com/organization/k2gc,Real Estate,"Antioch, California, United States",$1M to $10M,Active,,http://k2gcinc.com/,"K2GC One of the best Remodeling Contractors Marin County are K2GC they offer services for which are appreciated by many. Rebuilding any part of your home is our passion and we treat it as our own house and provide the best in your budget. We fulfill your dream of having that classic bathroom or kitchen. So, if you want any tip or you are looking for any changes in your home, then go ahead and consult us.","San Francisco Bay Area, West Coast, Western US",2006-01-01,year,k2gc@comcast.net,+1 925-754-5232,,http://www.facebook.com/K2GCInc,,"2,928",Private,,,,1-10,Real Estate,,
The Identity Theft Council,https://www.crunchbase.com/organization/the-identity-theft-council,"Communities, Government","Walnut Creek, California, United States",Less than $1M,Active,For Profit,https://www.identitytheftcouncil.org/,"The Identity Theft Council is an award-winning non-profit community, creating a national network of local partnerships between law enforcement, the business community, and local volunteers to provide local and in-person support to identity theft victims, in the communities where they live. The council provides identity theft victims with long term support and recovery assistance in their local community and at the same time helping to reduce the incidence of identity theft by improving local awareness and education. The Identity Theft Council is based in Walnut Creek, C.A. The Council was created by nationally renowned security expert Neal O’Farrell, and is supported by numerous local and national organizations, including the National Council of Better Business Bureaus, the Identity Theft Assistance Center in Washington D.C., Elder Financial Protection Network, the Independent Community Bankers of America, the Online Trust Alliance, the Identity Theft Resource Center, and many others.","San Francisco Bay Area, West Coast, Western US",2010-01-01,year,,(925) 930-3978,,https://www.facebook.com/283029032947,https://www.twitter.com/idtheftcouncil,125,Private,,,,,"Community and Lifestyle, Government and Military",,
Matson,https://www.crunchbase.com/organization/matson-llc,"Chemical, Manufacturing","Walnut Creek, California, United States",,Active,For Profit,,Matson is engaged primarily in the formulation and manufacture of controls for garden use.,"San Francisco Bay Area, West Coast, Western US",,,,(925)948-4000,,,,,Private,,,,,"Manufacturing, Science and Engineering",,
Mosaic Licensing,https://www.crunchbase.com/organization/mosaic-licensing,"Art, Gift, Lifestyle, Music","Walnut Creek, California, United States",,Active,,https://www.mosaiclicensing.com/,,"San Francisco Bay Area, West Coast, Western US",,,,1-925-934-0889,,,,149,Private,,,,11-50,"Commerce and Shopping, Community and Lifestyle, Media and Entertainment, Music and Audio",,
QUiVX,https://www.crunchbase.com/organization/quivx,Consulting,"Walnut Creek, California, United States",,Active,,http://www.quivx.com,"QUiVX is an agile eDiscovery company providing advanced eDiscovery, review and consulting services to law firms and corporations. QUiVX services span the entire EDRM including; eDiscovery, forensics, review, analytics, hosting, consulting, trial preparation and paper discovery services.","San Francisco Bay Area, West Coast, Western US",,,,,,,,,Private,,,,,,,
Swivex,https://www.crunchbase.com/organization/swivex,"Advertising, Marketing, Photography","Pleasant Hill, California, United States",,Active,,http://swivex.com,,"San Francisco Bay Area, West Coast, Western US",2013-01-01,day,,,,https://www.facebook.com/Swivex/,https://twitter.com/swivex,93,Private,,,,,"Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing",,
Innovativemmunication Technology,https://www.crunchbase.com/organization/innovativemmunication-technology,"Big Data, Digital Marketing, Telecommunications","Concord, California, United States",,Active,,http://www.innovativecomtech.com,,"San Francisco Bay Area, West Coast, Western US",2009-01-01,day,,888-833-9881,https://www.linkedin.com/company/innovative-communication-technology,,,145,Private,,,,11-50,"Data and Analytics, Hardware, Sales and Marketing",,
Fine Floorz,https://www.crunchbase.com/organization/fine-floorz,"Health Care, Real Estate","Walnut Creek, California, United States",,Active,Non-profit,http://finefloorz.com,"Fine Floorz is a full service flooring contractor which means we not only provide new flooring installations, but also flooring care. If you already have wood floors, tile, or stone flooring, we can make sure it is safe to walk on and looks great! We offer wood floor refinishing for floors that need to be brought back to life. We sand each plank, make repairs, and varnish. Your old wood floors will be transformed to look amazing. One of the most often overlooked and important facets of getting the most out of your floors is the right kind of care for them, in the right intervals. Let our professionals create a care calendar to take the guesswork out of inspecting and maintaining your floors.","San Francisco Bay Area, West Coast, Western US",,,finefloorz1@outlook.com,925-276-9737,https://www.linkedin.com/company/fine-floorz/,https://www.facebook.com/FineFloorz,https://twitter.com/finefloorzwc,959,Private,,,,,"Health Care, Real Estate",,
